amostra_id;classe_id;sinal;sinalizador_id;repeticao;arquivo_relativo;resolucao_w;resolucao_h;fps;duracao_seg;hash_md5;iluminacao;ambiente;device_model;municipio;faixa_etaria;genero_opcional;observacoes
03-obrigado-sinalizador-17-1;03;obrigado;17;1;Sinalizador17/03-obrigado-sinalizador-17-1.mp4;1920;1080;29,54;3,08;e81b0762a4eb6dee86cb45edf566992b;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
03-obrigado-sinalizador-17-2;03;obrigado;17;2;Sinalizador17/03-obrigado-sinalizador-17-2.mp4;1920;1080;29,87;4,04;736e8f26f75b6f0a2ee232291d60356e;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
03-obrigado-sinalizador-17-3;03;obrigado;17;3;Sinalizador17/03-obrigado-sinalizador-17-3.mp4;1920;1080;29,88;2,9;8106c9b4d42f6c16daa8aba85418ed54;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
03-obrigado-sinalizador-17-4;03;obrigado;17;4;Sinalizador17/03-obrigado-sinalizador-17-4.mp4;1920;1080;29,88;4,04;2415b2ad1649bccab191642255df3aee;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
03-obrigado-sinalizador-17-5;03;obrigado;17;5;Sinalizador17/03-obrigado-sinalizador-17-5.mp4;1920;1080;29,88;3,95;58ce84c0f05cd4e704f4563b93ba866a;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
03-obrigado-sinalizador-17-6;03;obrigado;17;6;Sinalizador17/03-obrigado-sinalizador-17-6.mp4;1920;1080;29,88;3,67;2ca73a6c6c870b3b4bc6635923fc8082;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
03-obrigado-sinalizador-17-7;03;obrigado;17;7;Sinalizador17/03-obrigado-sinalizador-17-7.mp4;1920;1080;29,87;3,43;3cae7d116bfb3528123e76f99197ce09;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
04-desculpa-sinalizador-17-1;04;desculpa;17;1;Sinalizador17/04-desculpa-sinalizador-17-1.mp4;1920;1080;29,88;2,47;095a060871604df1920a147d92fa7a41;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
04-desculpa-sinalizador-17-2;04;desculpa;17;2;Sinalizador17/04-desculpa-sinalizador-17-2.mp4;1920;1080;29,88;2,27;392cf9ddd69a332c13ffe32180defb37;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
04-desculpa-sinalizador-17-3;04;desculpa;17;3;Sinalizador17/04-desculpa-sinalizador-17-3.mp4;1920;1080;29,88;2,58;146887eb8d7126fbb493b5ce76a6cf16;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
04-desculpa-sinalizador-17-4;04;desculpa;17;4;Sinalizador17/04-desculpa-sinalizador-17-4.mp4;1920;1080;29,88;2,63;022945be05b779e68479fee358cb1d9d;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
04-desculpa-sinalizador-17-5;04;desculpa;17;5;Sinalizador17/04-desculpa-sinalizador-17-5.mp4;1920;1080;29,87;2,05;5175ba4e8d31e7307019ee848bdf324a;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
05-por favor-sinalizador-17-1;05;por favor;17;1;Sinalizador17/05-por favor-sinalizador-17-1.mp4;1920;1080;29,87;2,88;ffa84ab2ba86b0ee75bafcfd3b061bb0;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
05-por favor-sinalizador-17-2;05;por favor;17;2;Sinalizador17/05-por favor-sinalizador-17-2.mp4;1920;1080;29,88;2,74;cd33504a78a25ca3ff27cbeacefa0f08;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
05-por favor-sinalizador-17-3;05;por favor;17;3;Sinalizador17/05-por favor-sinalizador-17-3.mp4;1920;1080;29,88;2,05;03ce78347871586dfaddd23b260a3318;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
05-por favor-sinalizador-17-4;05;por favor;17;4;Sinalizador17/05-por favor-sinalizador-17-4.mp4;1920;1080;29,88;2,68;bee891140907dfe12413a234472845db;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
05-por favor-sinalizador-17-5;05;por favor;17;5;Sinalizador17/05-por favor-sinalizador-17-5.mp4;1920;1080;29,88;2,88;f365f73b0c19f655b904dc5631b79812;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
05-por favor-sinalizador-17-6;05;por favor;17;6;Sinalizador17/05-por favor-sinalizador-17-6.mp4;1920;1080;29,88;2,63;52281372895f3ba3e8e0a1b7ffb00951;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
06-agua-sinalizador-17-1;06;agua;17;1;Sinalizador17/06-agua-sinalizador-17-1.mp4;1920;1080;29,87;3,8;2fbc4ac7142df5ce49ed3b01eabfc816;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
06-agua-sinalizador-17-2;06;agua;17;2;Sinalizador17/06-agua-sinalizador-17-2.mp4;1920;1080;29,88;3,03;b4f46d2e71c21d19c01462c355db319d;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
06-agua-sinalizador-17-3;06;agua;17;3;Sinalizador17/06-agua-sinalizador-17-3.mp4;1920;1080;29,88;2,92;7a69cedcee3ad697632742aee6128c90;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
06-agua-sinalizador-17-4;06;agua;17;4;Sinalizador17/06-agua-sinalizador-17-4.mp4;1920;1080;29,87;2,92;8ed0a18c800e41733170c40518608bb8;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
06-agua-sinalizador-17-5;06;agua;17;5;Sinalizador17/06-agua-sinalizador-17-5.mp4;1920;1080;29,87;3,41;1adfbb680fb36409f8e75de3d9a07894;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
07-eu te amo-sinalizador-17-1;07;eu te amo;17;1;Sinalizador17/07-eu te amo-sinalizador-17-1.mp4;1920;1080;29,88;3,16;5f966b02385766c2eed45d4507a8dbdd;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
07-eu te amo-sinalizador-17-2;07;eu te amo;17;2;Sinalizador17/07-eu te amo-sinalizador-17-2.mp4;1920;1080;29,88;3,48;6600a73a554fd1e9fbf62c751f359eb8;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
07-eu te amo-sinalizador-17-3;07;eu te amo;17;3;Sinalizador17/07-eu te amo-sinalizador-17-3.mp4;1920;1080;29,88;3,31;6a6632910bc6f7f6b9c108d416102b11;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
07-eu te amo-sinalizador-17-4;07;eu te amo;17;4;Sinalizador17/07-eu te amo-sinalizador-17-4.mp4;1920;1080;29,87;3,03;76f7be4ca31bda74d723c29a1b0d53a8;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
07-eu te amo-sinalizador-17-5;07;eu te amo;17;5;Sinalizador17/07-eu te amo-sinalizador-17-5.mp4;1920;1080;29,88;2,99;3ea5c09478cd001a1e342322e41d24b7;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
08-fome-sinalizador-17-1;08;fome;17;1;Sinalizador17/08-fome-sinalizador-17-1.mp4;1920;1080;29,88;3,04;0f6cea7946b0f18e5abefa7fcbdc3d5f;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
08-fome-sinalizador-17-2;08;fome;17;2;Sinalizador17/08-fome-sinalizador-17-2.mp4;1920;1080;29,87;3,09;cbf52c5dc9ba45496118210fc6e3ff39;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
08-fome-sinalizador-17-3;08;fome;17;3;Sinalizador17/08-fome-sinalizador-17-3.mp4;1920;1080;29,87;3,04;96b28105ab4aeb997db73db89b34fdf8;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
08-fome-sinalizador-17-4;08;fome;17;4;Sinalizador17/08-fome-sinalizador-17-4.mp4;1920;1080;29,87;2,81;cfdc56a262ee9a2db841d32acbd55afa;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
08-fome-sinalizador-17-5;08;fome;17;5;Sinalizador17/08-fome-sinalizador-17-5.mp4;1920;1080;29,87;3,12;3ee84c0abc154dbbfc47a1f2d17697a3;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
09-sede-sinalizador-17-1;09;sede;17;1;Sinalizador17/09-sede-sinalizador-17-1.mp4;1920;1080;29,87;3,57;a8b96e3eca68051e34f86759f6375548;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
09-sede-sinalizador-17-2;09;sede;17;2;Sinalizador17/09-sede-sinalizador-17-2.mp4;1920;1080;29,88;3,71;812a36b1e7b76529fdb82815d27fcbdd;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
09-sede-sinalizador-17-3;09;sede;17;3;Sinalizador17/09-sede-sinalizador-17-3.mp4;1920;1080;29,91;3,52;f93e8e71c85325c5aa9937df5061d6c4;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
09-sede-sinalizador-17-4;09;sede;17;4;Sinalizador17/09-sede-sinalizador-17-4.mp4;1920;1080;29,94;3,68;4172f27d49ece7c863ec33d4ebc0673d;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
09-sede-sinalizador-17-5;09;sede;17;5;Sinalizador17/09-sede-sinalizador-17-5.mp4;1920;1080;29,92;3,68;2fdada384ff6086a34512b57e819c4c2;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
10-banheiro-sinalizador-17-1;10;banheiro;17;1;Sinalizador17/10-banheiro-sinalizador-17-1.mp4;1920;1080;29,88;3,54;99e978c246b17e469c92495e8950aaca;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
10-banheiro-sinalizador-17-2;10;banheiro;17;2;Sinalizador17/10-banheiro-sinalizador-17-2.mp4;1920;1080;29,88;3,84;5aabe07a2485ca834370fc8569a7209d;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
10-banheiro-sinalizador-17-3;10;banheiro;17;3;Sinalizador17/10-banheiro-sinalizador-17-3.mp4;1920;1080;29,88;3,63;4e1a02d6353972b00683de344e588298;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
10-banheiro-sinalizador-17-4;10;banheiro;17;4;Sinalizador17/10-banheiro-sinalizador-17-4.mp4;1920;1080;29,87;3,69;cd3de6c03a11cbdfaff3216ca2555725;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
10-banheiro-sinalizador-17-5;10;banheiro;17;5;Sinalizador17/10-banheiro-sinalizador-17-5.mp4;1920;1080;29,88;3,48;ea1e6623b909f7e60c7c662fee274617;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
11-dinheiro-sinalizador-17-1;11;dinheiro;17;1;Sinalizador17/11-dinheiro-sinalizador-17-1.mp4;1920;1080;29,87;3,77;e968f82a758dfa8309e2694272133f3d;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
11-dinheiro-sinalizador-17-2;11;dinheiro;17;2;Sinalizador17/11-dinheiro-sinalizador-17-2.mp4;1920;1080;29,88;3,37;b2dfc2ff089579197a8defc3feb0f77c;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
11-dinheiro-sinalizador-17-3;11;dinheiro;17;3;Sinalizador17/11-dinheiro-sinalizador-17-3.mp4;1920;1080;29,87;3,35;bb9f494cca1aeac61e8afb260ff2d86f;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
11-dinheiro-sinalizador-17-4;11;dinheiro;17;4;Sinalizador17/11-dinheiro-sinalizador-17-4.mp4;1920;1080;29,88;3,28;8d6e6cc4f77c6c1a5165fdd510b42b44;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
11-dinheiro-sinalizador-17-5;11;dinheiro;17;5;Sinalizador17/11-dinheiro-sinalizador-17-5.mp4;1920;1080;29,88;3,27;d5be3de04f6d5db077e4dc38b8538dcd;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
12-trabalho-sinalizador-17-1;12;trabalho;17;1;Sinalizador17/12-trabalho-sinalizador-17-1.mp4;1920;1080;29,88;4,09;bcd4c187e2712afef62bed519ebbfe33;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
12-trabalho-sinalizador-17-2;12;trabalho;17;2;Sinalizador17/12-trabalho-sinalizador-17-2.mp4;1920;1080;29,88;3,97;000b4e7cd4f35e13e9ed1ab2e30ff3a4;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
12-trabalho-sinalizador-17-3;12;trabalho;17;3;Sinalizador17/12-trabalho-sinalizador-17-3.mp4;1920;1080;29,88;4,02;d90e218a7a4ee20cf7f67402f02f1f77;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
12-trabalho-sinalizador-17-4;12;trabalho;17;4;Sinalizador17/12-trabalho-sinalizador-17-4.mp4;1920;1080;29,88;3,65;c205f3dc57b906a955ef04534e748b45;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
12-trabalho-sinalizador-17-5;12;trabalho;17;5;Sinalizador17/12-trabalho-sinalizador-17-5.mp4;1920;1080;29,88;4,25;ec8e06f2627895b0387c646ab580bf1b;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
13-casa-sinalizador-17-1;13;casa;17;1;Sinalizador17/13-casa-sinalizador-17-1.mp4;1920;1080;29,88;3,99;190d46639491e434035864f540769cae;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
13-casa-sinalizador-17-2;13;casa;17;2;Sinalizador17/13-casa-sinalizador-17-2.mp4;1920;1080;29,87;3,72;87ffa473016eaf5d684444aee0671e34;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
13-casa-sinalizador-17-3;13;casa;17;3;Sinalizador17/13-casa-sinalizador-17-3.mp4;1920;1080;29,88;3,76;36b20cdaa2c9b41aeb535103f4bfb9cf;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
13-casa-sinalizador-17-4;13;casa;17;4;Sinalizador17/13-casa-sinalizador-17-4.mp4;1920;1080;29,88;3,45;c3bc53b32a0b5aea05ecfe9630cc922c;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
13-casa-sinalizador-17-5;13;casa;17;5;Sinalizador17/13-casa-sinalizador-17-5.mp4;1920;1080;29,88;3,92;64b75a9791ddf92115b870a82fc6456e;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
14-escola-sinalizador-17-1;14;escola;17;1;Sinalizador17/14-escola-sinalizador-17-1.mp4;1920;1080;29,88;3,54;3bf1abe861b1a80ca407be8bd5df342a;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
14-escola-sinalizador-17-2;14;escola;17;2;Sinalizador17/14-escola-sinalizador-17-2.mp4;1920;1080;29,88;3,24;8c72ab295a9b446d1ce12d6c294a92a8;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
14-escola-sinalizador-17-3;14;escola;17;3;Sinalizador17/14-escola-sinalizador-17-3.mp4;1920;1080;29,88;3,28;b235eed63fdd9d60ab7980181d289dc0;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
14-escola-sinalizador-17-4;14;escola;17;4;Sinalizador17/14-escola-sinalizador-17-4.mp4;1920;1080;29,88;3,21;a54bff5bc3edee8570077cd0f285f7b8;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
14-escola-sinalizador-17-5;14;escola;17;5;Sinalizador17/14-escola-sinalizador-17-5.mp4;1920;1080;29,88;3,36;bc90811b4e2093c325d6380b758896c1;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
14-escola-sinalizador-17-6;14;escola;17;6;Sinalizador17/14-escola-sinalizador-17-6.mp4;1920;1080;29,88;3,75;366aac62054a7d0b148b6563c8448b5f;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
15-amigo-sinalizador-17-1;15;amigo;17;1;Sinalizador17/15-amigo-sinalizador-17-1.mp4;1920;1080;29,88;2,93;149190edab2ce2c219bfcfe42232602f;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
15-amigo-sinalizador-17-2;15;amigo;17;2;Sinalizador17/15-amigo-sinalizador-17-2.mp4;1920;1080;29,88;3,01;3659655ffc743588a0e4a6ab57fbccaf;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
15-amigo-sinalizador-17-3;15;amigo;17;3;Sinalizador17/15-amigo-sinalizador-17-3.mp4;1920;1080;29,88;3,13;1ea1627d196e0811f3654ad98349ddaa;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
15-amigo-sinalizador-17-4;15;amigo;17;4;Sinalizador17/15-amigo-sinalizador-17-4.mp4;1920;1080;29,87;3,07;0447556781f8d54e129af3231af59e1c;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
15-amigo-sinalizador-17-5;15;amigo;17;5;Sinalizador17/15-amigo-sinalizador-17-5.mp4;1920;1080;29,88;3,11;8edded8211879269497f1628fed33aab;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
16-saudade-sinalizador-17-1;16;saudade;17;1;Sinalizador17/16-saudade-sinalizador-17-1.mp4;1920;1080;29,88;3,31;c71a8eca3f000fe944c749c82f3a055f;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
16-saudade-sinalizador-17-2;16;saudade;17;2;Sinalizador17/16-saudade-sinalizador-17-2.mp4;1920;1080;29,88;3,28;6acb8757a105c4a4fc1e63863649ff98;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
16-saudade-sinalizador-17-3;16;saudade;17;3;Sinalizador17/16-saudade-sinalizador-17-3.mp4;1920;1080;29,87;3,63;26a4d0273964b7f6bb5bce647ead646d;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
16-saudade-sinalizador-17-4;16;saudade;17;4;Sinalizador17/16-saudade-sinalizador-17-4.mp4;1920;1080;29,87;3,44;b6bf3795d5c7052a7de8a4381969921b;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
16-saudade-sinalizador-17-5;16;saudade;17;5;Sinalizador17/16-saudade-sinalizador-17-5.mp4;1920;1080;29,88;3,4;e7e9e89165850fc44839cebbe24d1e88;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
17-nome-sinalizador-17-1;17;nome;17;1;Sinalizador17/17-nome-sinalizador-17-1.mp4;1920;1080;29,88;4,52;a81592d16c35d4307c44721e58ae4aad;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
17-nome-sinalizador-17-2;17;nome;17;2;Sinalizador17/17-nome-sinalizador-17-2.mp4;1920;1080;29,88;3,16;a8ea60164a97325355997778a57a05e9;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
17-nome-sinalizador-17-3;17;nome;17;3;Sinalizador17/17-nome-sinalizador-17-3.mp4;1920;1080;29,87;3,27;6782f7b67cc2d852da835b3bc1a3c414;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
17-nome-sinalizador-17-4;17;nome;17;4;Sinalizador17/17-nome-sinalizador-17-4.mp4;1920;1080;29,88;3,36;d44369c06fdcd42f863fa8ba10f7ee56;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
17-nome-sinalizador-17-5;17;nome;17;5;Sinalizador17/17-nome-sinalizador-17-5.mp4;1920;1080;29,87;3,61;6c1e55d471ee6320e88230df0a127ce1;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
18-meu-sinalizador-17-1;18;meu;17;1;Sinalizador17/18-meu-sinalizador-17-1.mp4;1920;1080;29,88;3,03;3b0f692bc621d3bd5521063a6c72c1b5;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
18-meu-sinalizador-17-2;18;meu;17;2;Sinalizador17/18-meu-sinalizador-17-2.mp4;1920;1080;29,88;2,98;0982139731a90f7056fc9f5104fdfde2;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
18-meu-sinalizador-17-3;18;meu;17;3;Sinalizador17/18-meu-sinalizador-17-3.mp4;1920;1080;29,88;2,96;2142113853bf84b36ab9bd116b16ab49;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
18-meu-sinalizador-17-4;18;meu;17;4;Sinalizador17/18-meu-sinalizador-17-4.mp4;1920;1080;29,87;2,64;1fc23d13e3dcca272311beba2e01bd3e;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
18-meu-sinalizador-17-5;18;meu;17;5;Sinalizador17/18-meu-sinalizador-17-5.mp4;1920;1080;29,88;2,94;c0859adbd7eb6fff9c45dd49fbb2624a;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
19-carro-sinalizador-17-1;19;carro;17;1;Sinalizador17/19-carro-sinalizador-17-1.mp4;1920;1080;29,88;3,52;7d9d761ccf05a25d085fd7bdc5efd661;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
19-carro-sinalizador-17-2;19;carro;17;2;Sinalizador17/19-carro-sinalizador-17-2.mp4;1920;1080;29,87;3,39;ce4063f1964c3c0da3ede2fa4297232e;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
19-carro-sinalizador-17-3;19;carro;17;3;Sinalizador17/19-carro-sinalizador-17-3.mp4;1920;1080;29,88;3,03;baad5726f0db0fe318457798985f392c;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
19-carro-sinalizador-17-4;19;carro;17;4;Sinalizador17/19-carro-sinalizador-17-4.mp4;1920;1080;29,88;3,26;28de28af57a616fd3f9764427fc95811;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
19-carro-sinalizador-17-5;19;carro;17;5;Sinalizador17/19-carro-sinalizador-17-5.mp4;1920;1080;29,88;3,48;644699c68b692a1de838737f46a88f25;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
20-onibus-sinalizador-17-1;20;onibus;17;1;Sinalizador17/20-onibus-sinalizador-17-1.mp4;1920;1080;29,87;4,04;b2a69914511eeb205233dc4dc60b9f4c;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
20-onibus-sinalizador-17-2;20;onibus;17;2;Sinalizador17/20-onibus-sinalizador-17-2.mp4;1920;1080;29,88;4,01;3fa6174df3827f7556b47351941a137f;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
20-onibus-sinalizador-17-3;20;onibus;17;3;Sinalizador17/20-onibus-sinalizador-17-3.mp4;1920;1080;29,88;3,71;50fc21b59d378ba956f67331ee58da0e;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
20-onibus-sinalizador-17-4;20;onibus;17;4;Sinalizador17/20-onibus-sinalizador-17-4.mp4;1920;1080;29,88;3,11;eba63426e541e9a53d3a1308ce2bd054;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
20-onibus-sinalizador-17-5;20;onibus;17;5;Sinalizador17/20-onibus-sinalizador-17-5.mp4;1920;1080;29,88;3,31;36e9c25df76f0e7edc86f3f133d5683d;boa;interna;Xiaomi 2201117SG;Cajamar;25-34;;
01-oi-sinalizador-18-1;01;oi;18;1;Sinalizador18/01-oi-sinalizador-18-1.mp4;1920;1080;29,88;3,67;ca8e766c7585c764e91af8d353f36876;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
01-oi-sinalizador-18-2;01;oi;18;2;Sinalizador18/01-oi-sinalizador-18-2.mp4;1920;1080;29,88;3,87;be0643058d852bdb779a4f764e07c0ae;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
01-oi-sinalizador-18-3;01;oi;18;3;Sinalizador18/01-oi-sinalizador-18-3.mp4;1920;1080;29,88;3,44;73b1699d530a653841320525cf6842d3;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
01-oi-sinalizador-18-4;01;oi;18;4;Sinalizador18/01-oi-sinalizador-18-4.mp4;1920;1080;29,9;3,88;3d58f55fa7f63dde79fdccc115710770;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
01-oi-sinalizador-18-5;01;oi;18;5;Sinalizador18/01-oi-sinalizador-18-5.mp4;1920;1080;29,88;4,14;d081f3a80848151583f31349f8760b33;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
02-tchau-sinalizador-18-1;02;tchau;18;1;Sinalizador18/02-tchau-sinalizador-18-1.mp4;1920;1080;29,88;2,98;e4aebc57c988e617fad18a8bc8867bd9;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
02-tchau-sinalizador-18-2;02;tchau;18;2;Sinalizador18/02-tchau-sinalizador-18-2.mp4;1920;1080;29,88;2,95;0cd3b5d3cafa0832d6223bf4d11b5b17;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
02-tchau-sinalizador-18-3;02;tchau;18;3;Sinalizador18/02-tchau-sinalizador-18-3.mp4;1920;1080;29,89;2,47;bc8de81e5355322dddd2a30480a34e43;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
02-tchau-sinalizador-18-4;02;tchau;18;4;Sinalizador18/02-tchau-sinalizador-18-4.mp4;1920;1080;29,88;3,16;56d5c10dde1ef3666bc2a4f187a6006e;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
02-tchau-sinalizador-18-5;02;tchau;18;5;Sinalizador18/02-tchau-sinalizador-18-5.mp4;1920;1080;29,88;3,16;ee508810222f7e69ec6913a1a572c7ae;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
02-tchau-sinalizador-18-6;02;tchau;18;6;Sinalizador18/02-tchau-sinalizador-18-6.mp4;1920;1080;29,87;2,61;7682e4ead1229b747ee70fd61395dcfc;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
03-obrigado-sinalizador-18-1;03;obrigado;18;1;Sinalizador18/03-obrigado-sinalizador-18-1.mp4;1920;1080;29,88;3,75;d36ab9a2862b4c8aa78a1c9e15bddda9;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
03-obrigado-sinalizador-18-2;03;obrigado;18;2;Sinalizador18/03-obrigado-sinalizador-18-2.mp4;1920;1080;29,88;3,87;fee450b034903e4beee8c08586d69706;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
03-obrigado-sinalizador-18-3;03;obrigado;18;3;Sinalizador18/03-obrigado-sinalizador-18-3.mp4;1920;1080;29,87;3,8;5997b2d9878c2282d3578241cc88c062;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
03-obrigado-sinalizador-18-4;03;obrigado;18;4;Sinalizador18/03-obrigado-sinalizador-18-4.mp4;1920;1080;29,62;3,91;1b3e3b8919bbda5622b39c1f5c70551a;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
03-obrigado-sinalizador-18-5;03;obrigado;18;5;Sinalizador18/03-obrigado-sinalizador-18-5.mp4;1920;1080;29,87;3,56;a4704eaa7561b86beb981238f65e72d0;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
04-desculpa-sinalizador-18-1;04;desculpa;18;1;Sinalizador18/04-desculpa-sinalizador-18-1.mp4;1920;1080;29,9;3,48;7d9fc2c8dabf6cef3214524508e6b00e;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
04-desculpa-sinalizador-18-2;04;desculpa;18;2;Sinalizador18/04-desculpa-sinalizador-18-2.mp4;1920;1080;29,92;3,34;9a61988196002ba6262538c3f5824e8f;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
04-desculpa-sinalizador-18-3;04;desculpa;18;3;Sinalizador18/04-desculpa-sinalizador-18-3.mp4;1920;1080;29,9;3,02;3238ecc425569673684174c0088de0e9;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
04-desculpa-sinalizador-18-4;04;desculpa;18;4;Sinalizador18/04-desculpa-sinalizador-18-4.mp4;1920;1080;29,87;3,11;8251489ce11fe07bd451d972d5d14e16;boa;interna;Xiaomi 2201117SG;Santana de Parnaíba;25-34;;
